connector_id,node_id,type,x,y,z,roi,confidence
511,5985,post,199.7696670479803,91.51344968106395,151.14783323033458,PLP(R),0.617431
512,4928,post,195.95564345471388,91.76726834015032,143.72895487552813,PLP(R),0.46051812
513,691,post,198.82906056105747,96.01994383637611,136.18964403488746,PLP(R),0.913592
514,4912,post,196.40576468413065,93.47334600600138,142.22163301759585,PLP(R),0.443601
515,4733,post,200.67165921424163,92.26262291501008,143.5569184348574,PLP(R),0.817203
516,6005,post,199.52664178328166,91.21282218171126,150.97896851509614,PLP(R),0.818485
517,6033,post,197.73551849098163,95.01654768295425,150.97105670585503,PLP(R),0.354861
518,6036,post,197.63467945045338,95.23897352259091,150.82408300589245,PLP(R),0.45302686
519,4936,post,195.73186730857847,92.48784179759852,143.23976227744052,PLP(R),0.591548
520,4710,post,201.07765179481942,85.76765405829263,144.36958836260976,SCL(R),0.435513
521,4842,post,196.1930332285806,91.93767247182531,143.18091402797802,PLP(R),0.756116
522,4836,post,196.18843688853497,91.4923095701573,143.40778610154686,PLP(R),0.386922
523,4915,post,196.17767581088577,93.66920528931269,141.9551589851696,PLP(R),0.735449
524,8903,post,180.629304727963,95.4779516439971,141.2753275207088,PLP(R),0.976106
525,8926,post,180.13514291876444,95.10041083840629,141.62959445100034,PLP(R),0.574591
526,2511,post,205.09374122482853,81.42801566958434,144.2138826148946,SCL(R),0.970841
527,6324,post,207.7371139939606,89.96090856351805,148.17944937173445,PLP(R),0.896514
528,6261,post,207.62622331009604,89.57604071362798,148.3179738634782,PLP(R),0.946578
529,8918,post,181.64736752802114,96.85699671785474,140.18209958163828,PLP(R),0.989026
530,3954,post,236.3345417184016,77.13635379689808,140.40334821491078,SCL(R),0.612248
531,8927,post,179.8819508319348,95.00011751598817,141.60505892862233,PLP(R),0.985976
532,4982,post,195.02120481031358,86.73730213654004,149.7769028860509,PLP(R),0.863011
533,3949,post,236.35555357450147,77.61271279254265,140.09648654614205,SCL(R),0.619618
534,6267,post,208.0783364242947,88.15097147207358,148.47845079224203,SCL(R),0.927861
535,6303,post,208.17568200786081,87.7015756827296,148.60412092078502,SCL(R),0.400337
536,3946,post,236.55545181218332,78.05440375265695,140.05330537527567,SCL(R),0.383546
537,5029,post,194.45924605727387,87.36816803766466,149.88721851035496,PLP(R),0.956313
538,4979,post,194.13062740043975,87.54804339247283,149.70454408502675,PLP(R),0.786444
539,766,pre,199.1106841070668,117.93940320287494,133.03799298718613,PLP(R),0.907
540,66,pre,233.02339440045796,59.573028704550296,142.36025245403744,SLP(R),0.978
541,766,pre,199.07658041064008,118.13823674898894,133.0847568673089,PLP(R),0.998
542,1806,pre,236.98372693273194,83.95965374026684,135.4323203151505,SCL(R),0.96
543,7459,pre,223.5710296671764,107.63639908569093,139.63093862101456,PLP(R),0.958
544,2173,pre,234.32115804969578,78.46013360993382,123.17883785982143,SCL(R),0.989
545,1707,pre,233.40034959072028,98.77287122960638,137.139690977294,ICL(R),0.997
546,1706,pre,233.57260751572952,98.85916099176168,137.3166007157244,ICL(R),0.973
547,2189,post,233.29824655901444,78.44020569948776,123.05518743534566,SCL(R),0.47611576
548,7501,pre,220.09494685019584,107.63959339759636,135.8743291013157,PLP(R),0.996
549,1640,pre,223.9850909807134,102.8128000826081,141.45170899874836,ICL(R),0.741
550,1599,pre,224.9496729893292,102.68317153706971,141.17882398477883,ICL(R),0.985
551,891,post,232.5033769504949,98.99375492097238,140.67254236620505,ICL(R),0.685432
552,5137,post,210.1108313816299,115.36171732224498,150.7282504682996,PLP(R),0.889171
553,2393,post,188.08881834193912,101.42677926780449,140.38211820084524,PLP(R),0.541268
554,9094,pre,176.48447981266733,97.27166115731895,146.1880277169895,PLP(R),0.809
555,4781,post,205.5403822397602,101.10914057346321,144.34004164584587,PLP(R),0.32117
556,2520,post,209.0713315879663,77.90716590428426,142.32936810559136,SCL(R),0.678981
557,4421,post,206.8040667980088,84.36569773706853,144.52749466486353,SCL(R),0.85606
558,6,pre,232.74100963735896,60.05201636695039,142.24411132494873,SLP(R),0.988
559,5073,post,192.0685045054559,98.59145610056183,151.55696646678763,PLP(R),0.575883
560,8899,post,180.05786872210047,94.78193826558716,142.81716690637936,PLP(R),0.46367332
561,101,post,202.89009280845,75.16576519161238,149.73780326429045,SLP(R),0.781719
562,2701,post,230.8357600962998,72.82896062624513,115.37341407811893,SCL(R),0.92891
563,2830,post,225.79538519741172,70.11201127172703,108.09028678437633,SCL(R),0.652472
564,7507,post,219.3512207552905,106.91429537873805,135.64462820567164,PLP(R),0.791809
565,193,post,249.0449482066182,70.97567743410688,128.87102864592575,SCL(R),0.46559104
566,2580,post,231.05608454376127,68.76327701271101,136.11805152469893,SCL(R),0.868161
567,3705,post,239.0936455600342,70.64814470212063,131.80290188292165,SCL(R),0.683864
568,3923,post,241.09183280333048,78.48828503200204,137.9359103636453,SCL(R),0.603579
569,7764,post,252.888216695135,101.45291108964958,145.47619903657966,ICL(R),0.46200627
570,7938,post,280.80857230595626,103.54890780820043,147.78597977782002,IB,0.981268
571,2575,post,230.72307222782234,69.228887442774,136.58970457767006,SCL(R),0.916061
572,5593,post,222.0353504949892,117.18786779903843,148.40212446452875,PLP(R),0.96047
573,7691,post,244.6794999174893,105.17881449829218,145.73136348273817,ICL(R),0.663279
574,7688,post,243.97288401649513,105.82529462973413,146.03756955937246,ICL(R),0.919946
575,7693,post,245.5572594154861,104.8132696415326,145.8065995424368,ICL(R),0.4910136
576,6396,post,230.0372924667586,102.82875218465102,148.24438946677674,ICL(R),0.835855
577,6531,post,256.60953872849075,87.02722495303846,137.34971408259727,ICL(R),0.959971
578,198,post,247.628367414559,70.51200318456367,129.35435472202917,SCL(R),0.310904
579,6396,post,230.00081622683217,102.80155750315886,148.30699933041492,ICL(R),0.649153
580,3457,post,230.39606537052146,69.92752246888071,136.9059999127566,SCL(R),0.925
581,7895,post,268.8900634074853,100.44122108276994,147.19324212417987,IB,0.597576
582,6647,post,245.3047363504079,88.62075582578774,143.14184570791917,ICL(R),0.973575
583,6526,post,256.6980718688756,87.76088604552223,137.888629527045,ICL(R),0.950494
584,3722,post,242.44579119225966,69.12687389128405,131.08524290043405,SCL(R),0.997345
585,7962,post,269.11789825387467,100.54469736464182,146.93006911572508,IB,0.917374
586,7956,post,269.8359514824242,100.27069587557659,147.11122276633208,IB,0.511228
587,4083,post,237.3550728910524,69.43395506611921,135.05368358904045,SCL(R),0.902882
588,7979,post,268.10535782381135,99.81505918848592,146.85835526737617,IB,0.890354
589,6921,post,232.29461084530055,111.73174514237522,147.7723182773715,ICL(R),0.827836
590,3373,post,234.08902337518634,73.05775672799544,123.85213858220953,SCL(R),0.656907
591,1790,pre,236.37834792777056,88.95040259874582,134.78625990695247,SCL(R),0.991
592,1678,pre,238.00644999907252,99.4126447467335,138.79028818469732,ICL(R),0.997
593,2324,pre,184.37541612986013,110.4975480492283,143.35674517916112,PLP(R),0.791
594,1482,pre,222.78913505250972,103.59968488881805,143.89329615890495,ICL(R),0.997
595,2034,pre,238.68988785438694,91.5775441442667,132.57327474806462,ICL(R),0.982
596,1339,post,216.32091529471825,106.38456233742723,142.6536637890655,PLP(R),0.810559
597,1491,post,223.6856721803532,103.62055638593185,143.85321614951778,ICL(R),0.332
598,3481,post,232.90892938702058,68.5773348664852,137.8400287281512,SCL(R),0.980698
599,6246,post,206.49868912721345,91.01891731139773,149.02473949089983,PLP(R),0.695987
600,1564,pre,235.03633079689615,100.00496351042818,146.82125054288528,ICL(R),0.968
601,1561,pre,234.83036724036273,100.71692496738515,146.43094415236612,ICL(R),0.955
602,3771,post,235.43112458928215,77.12892714107586,133.55266541265746,SCL(R),0.506917
603,6275,post,209.05047885187827,87.84166834203,148.19627468673713,SCL(R),0.799873
604,6484,pre,251.08998718426164,85.71272240607479,141.39260946408217,ICL(R),0.896
605,8824,pre,189.8520592967808,61.299171801512756,147.6454764039745,SLP(R),0.973
606,7194,pre,246.59899600302123,103.01555682306218,143.81272016190604,ICL(R),0.996
607,1677,pre,237.41594953227388,99.55051838742409,138.62671329958312,ICL(R),0.99
608,1669,pre,234.72558466515338,99.34517645268436,138.3870367245188,ICL(R),0.927
609,7532,post,224.42458131773205,107.50212831541256,140.4764443090612,PLP(R),0.962273
610,1684,post,239.55685420616808,99.97451966064135,138.83232347348473,ICL(R),0.782932
611,7363,post,226.96449352670874,111.05995284783924,138.7316613639902,PLP(R),0.981506
612,7365,post,227.1485095596159,111.31668855799795,138.799492094885,PLP(R),0.902758
613,5562,post,212.4313353295973,118.88376666353001,146.38409062448528,PLP(R),0.664716
614,9069,post,178.73349581242726,95.94002704012217,145.81952245291143,PLP(R),0.494
615,7740,post,249.84294291137616,103.62581286371422,145.82026503333213,ICL(R),0.867004
616,9532,post,172.95314562971072,104.80581644686107,120.41453994681247,PLP(R),0.947993
617,6995,post,230.74069527088022,103.45581418392177,143.96521687211302,ICL(R),0.47484276
618,9556,post,175.7328864089228,106.50073467146225,122.40078703488093,PLP(R),0.790851
619,7460,pre,224.10497689893415,107.44781346573262,139.23534746987357,PLP(R),0.979
620,2284,pre,228.90118241173096,80.61278479586517,127.76276489693032,SCL(R),0.989
621,980,pre,235.0144474543461,92.40267571131305,132.79562929156543,SCL(R),0.939
622,3378,post,234.19736592680593,73.42836468393196,123.66582826175,SCL(R),0.637522
623,6160,pre,203.82750955493623,101.38672990900609,150.47369126412792,PLP(R),0.92
624,6024,post,199.1948473375445,92.516905133106,150.57742028198157,PLP(R),0.925897
625,9308,post,174.3535336805664,105.22098400694902,128.7474990157861,PLP(R),0.503028
626,6317,post,207.7326998680505,86.47669842240295,148.957191170708,SCL(R),0.835
627,1597,post,223.93195194401005,102.58048251986179,142.36024996878277,ICL(R),0.66
628,2481,post,188.92083080066172,92.83163061282175,146.5919419681876,PLP(R),0.595913
629,4027,pre,240.67467232157094,81.50450203103908,138.33007521579782,SCL(R),0.88
630,1669,pre,234.95671290727245,99.60697273866629,138.181862508496,ICL(R),0.998
631,6231,post,206.25739414441176,92.58901428870723,149.81433424487238,PLP(R),0.4578228
632,2496,post,198.21179254600062,87.3085622820902,144.5816881061472,SCL(R),0.952084
633,9596,post,211.95470676757697,119.41546802205283,150.1125794140168,PLP(R),0.885245
634,6194,post,205.91965111675205,97.01803221476001,151.1864712495102,PLP(R),0.393685
635,9583,post,212.05990687463725,119.29859915494205,150.02889424051978,PLP(R),0.697226
636,9389,post,172.46237109767105,104.40731229969737,115.95928093786708,PLP(R),0.925774
637,9580,post,212.17382288033843,119.23293817944108,149.81146943702157,PLP(R),0.647777
638,1639,pre,224.30056309406194,102.81712205576488,141.2191290415998,ICL(R),0.811
639,2283,pre,229.34921219859925,80.23449141184483,127.70144918187998,SCL(R),0.976
640,55,post,225.96517966112825,62.824291474324355,143.08444846423117,SLP(R),0.946975
641,2034,pre,238.46277519069412,91.89483827545341,132.45792103061456,ICL(R),0.998
642,1677,pre,237.65740308858824,98.98444226047492,138.54878721839026,ICL(R),0.988
643,1677,post,237.7297372365934,98.87879154660459,138.58593453516136,ICL(R),0.843262
644,2105,post,238.15878461400183,82.3760575265888,129.36494969930894,SCL(R),0.425125
645,2792,post,217.54080477897514,67.80665483436601,98.62149883173795,SLP(R),0.405
646,7138,pre,253.6914567439457,97.7615953848599,143.3966932126433,ICL(R),0.971
647,2126,pre,238.01538566749775,80.67549393819567,127.31981461945263,SCL(R),0.997
648,1752,pre,236.84589972310397,96.25243348200328,136.0838946280029,ICL(R),0.954
649,5911,pre,185.68244603310504,95.36199884523266,151.83822680990653,PLP(R),0.952
650,5897,pre,185.59819279737076,96.41277790916956,151.76576386619251,PLP(R),0.972
651,7922,post,276.1387979403511,102.62894581754574,148.036807757278,IB,0.863111
652,7086,post,237.04384248666463,106.42001982167238,144.29342646638648,ICL(R),0.909343
653,2183,post,235.08864561810674,77.37277563312051,122.66448318241683,SCL(R),0.381126
654,2138,post,236.4768342534418,80.5632219894494,127.60300375132877,SCL(R),0.4626619
655,3574,post,230.14832003140805,70.95280032503683,127.46142979907711,SCL(R),0.800077
656,1081,post,231.01206254907012,100.5800506426271,140.62732610244814,ICL(R),0.4644503
657,1207,post,194.0306592499566,102.42422874021285,145.23582167867073,PLP(R),0.356341
658,3055,post,232.05502291232767,67.66369644326068,119.6429732486111,SCL(R),0.825474
659,4472,post,219.58534031111006,79.58934397816986,140.56468164796345,SCL(R),0.791649
660,1861,post,239.59585862594835,75.07449993241264,130.7010350216983,SCL(R),0.790531
661,1521,pre,231.53248748806976,101.37446702091273,144.67145931370476,ICL(R),0.981
662,7331,pre,230.829884135927,109.45096977866805,141.78374005591246,ICL(R),0.982
663,7378,post,229.548121563209,109.99790313885703,138.46077794535927,PLP(R),0.923123
664,1493,post,223.5179522225886,103.35354417780115,142.9965421883415,ICL(R),0.881123
665,1456,post,224.0620205327896,103.95879726698729,146.0541951125099,ICL(R),0.499584
666,1385,post,214.68933692943241,107.3172290910606,138.11042591373166,PLP(R),0.879894
667,7515,post,219.63982011301255,106.81587520301517,136.48279817035368,PLP(R),0.71031
668,2003,post,235.64422364889182,90.17693805725929,134.46949540460136,SCL(R),0.664753
669,1721,post,232.13554254068922,99.68018438136829,136.0560712158965,ICL(R),0.787462
670,2006,post,235.43924938807868,90.45320548665849,134.5498074275777,SCL(R),0.866
671,2287,post,229.31750569369137,80.91800323795613,127.99100138128122,SCL(R),0.455515
672,2283,post,229.29538313043514,80.661113362621,127.9422490348455,SCL(R),0.823
673,2321,post,229.59864172076186,83.32177753064711,128.3102783442482,SCL(R),0.628713
674,2283,post,229.55494611559715,80.86099969226308,127.83513047432744,SCL(R),0.854
675,7374,post,229.67932255489114,109.72664890231772,138.69866190992204,PLP(R),0.565362
676,7526,post,219.66215429736332,106.46384980002226,136.98071244799553,PLP(R),0.98977
677,9550,post,175.26269838738767,105.28802620222837,122.47819303357991,PLP(R),0.838351
678,1967,pre,239.50752095965578,93.90965625812515,142.8932562837881,ICL(R),0.983
679,4530,pre,232.17536560577662,83.24723953659111,134.50797180107173,SCL(R),0.99
680,7241,pre,241.29086222323662,103.71013904904882,141.27516069904217,ICL(R),0.982
681,7240,pre,241.16145528852104,103.77470002296224,141.28051643536867,ICL(R),0.924
682,3589,post,230.38648035672094,67.56633380842413,126.29564188008027,SCL(R),0.905773
683,2602,post,233.03280175369528,67.88597361666288,132.391060593124,SCL(R),0.4701623
684,2498,post,199.30061337057552,86.76121663850915,144.01776449718542,SCL(R),0.500214
685,69,post,233.49412870238535,59.12880194414256,142.2424359169289,SLP(R),0.889164
686,33,post,227.66168652502773,62.108972206322576,142.87369852447102,SLP(R),0.394914
687,8526,post,182.7578424788633,103.19659997396028,138.43968877049267,PLP(R),0.557028
688,2133,pre,236.00299277029734,81.37760312545504,126.56934419336292,SCL(R),0.986
689,891,pre,232.04880028810487,98.98215195733056,140.28810126091003,ICL(R),0.98
690,4303,post,214.57307505662658,66.39923884056164,136.8405064931752,SCL(R),0.395685
691,1633,post,229.18900600576399,102.9791385246962,141.25653528893588,ICL(R),0.603346
692,3248,post,232.2103393015965,66.27707295088395,132.87430942696847,SCL(R),0.843185
693,3576,post,230.47629853583925,70.31221292155466,127.07521253730047,SCL(R),0.946097
694,3786,post,234.0379836236218,78.97135729959263,132.478689755397,SCL(R),0.871136
695,3866,post,233.63431396486504,79.14811979234463,132.7971119590881,SCL(R),0.885133
696,3629,post,232.41892368155254,72.54456417088558,128.11692087980498,SCL(R),0.953783
697,7035,post,225.78717602235932,105.96566938717021,144.92850910310148,ICL(R),0.763049
698,3642,post,232.55976170937387,72.28168455871945,127.86019537842785,SCL(R),0.604472
699,3643,post,232.56898282366228,72.2569232375892,127.8593000728685,SCL(R),0.942788
700,3647,post,232.41653402948663,72.9739399209567,127.89446117854857,SCL(R),0.736141
701,3577,post,230.57227486881823,70.09086193240836,126.89188119191854,SCL(R),0.894147
702,4686,post,228.91149941166287,79.91468289535342,134.1087578604617,SCL(R),0.938801
703,1328,post,214.58560180910268,104.23992025012952,142.07524685234785,PLP(R),0.833965
704,2479,post,188.66148130058068,93.65360461652689,146.94999298624904,PLP(R),0.911
705,6161,pre,203.69114067823256,101.89589477523012,150.43549520822665,PLP(R),0.759
706,7547,post,219.00080008215917,108.16788872647159,144.78147606524266,PLP(R),0.701656
707,3917,post,241.88170187347333,77.06812266813239,136.75488630213835,SCL(R),0.544522
708,3917,post,241.94353788066485,77.25348880741709,136.8760041317034,SCL(R),0.774
709,1670,pre,235.48151895535665,99.54022734127503,138.25517814036542,ICL(R),0.991
710,8426,pre,173.04216846800654,104.15668350996867,143.37828135506442,PLP(R),0.995
711,9473,pre,176.12684422926444,99.45086235021873,104.34204418385858,AVLP(R),0.985
712,1537,post,233.8286181988368,100.97725569477495,146.77165891772006,ICL(R),0.558117
713,5489,post,213.30606229568326,121.95726444333403,140.1369179249577,PLP(R),0.45045376
714,5676,post,219.4798012257448,118.15921134285864,148.92892801030206,PLP(R),0.45272046
715,9006,post,185.36112390131996,87.1344614375144,149.40980261178927,PLP(R),0.617211
716,1646,pre,224.77389471381838,102.91694769079035,141.2436988473986,ICL(R),0.989
717,1639,pre,224.3697056714047,102.89782504330104,141.02812840958637,ICL(R),0.973
718,7459,pre,224.13638793682748,107.87246694378196,139.65911970038206,PLP(R),0.988
719,1355,pre,216.32337891191625,107.33957120558546,140.36284270619188,PLP(R),0.978
720,7238,pre,240.53908463243692,104.17590848898067,141.75947283715306,ICL(R),0.981
721,1704,pre,234.146055620318,98.76032753292243,137.50507012386757,ICL(R),0.948
722,7331,post,230.48055824731034,109.67028572634231,141.86833938612938,ICL(R),0.653591
723,1001,post,234.20771931178848,94.88932731909182,135.81017080834124,ICL(R),0.380416
724,7490,post,221.03884549284558,108.67129331828977,136.3927594128196,PLP(R),0.4648009
725,1188,post,186.05742917385737,109.96251366191936,146.62707217485405,PLP(R),0.644183
726,8049,post,179.6106393963553,110.35254070927029,142.0890715975861,PLP(R),0.610071
727,6180,post,204.29337656679377,103.92236833512436,150.24020507402597,PLP(R),0.47310305
728,206,post,246.5828970548399,69.61334419916129,130.36349143965995,SCL(R),0.931247
729,967,post,234.8950815804634,94.11912584279412,133.87928848826408,ICL(R),0.47387516
730,6821,post,239.40956800663906,110.15823926232372,143.27523436619063,ICL(R),0.749297
731,8984,post,183.49610013112917,90.26644540404513,148.41710701035606,PLP(R),0.699632
732,6993,pre,229.98394251245304,103.88506231159391,144.4974163630068,ICL(R),0.976
733,7162,pre,254.00845246634023,97.87944725027197,143.42410163642415,ICL(R),0.974
734,6360,post,219.2732073727897,103.7667303218881,150.0484068551295,PLP(R),0.977361
735,6613,post,250.39291167958197,85.46409129635387,141.36849866959,ICL(R),0.422558
736,8075,post,176.1845070316068,107.4011111090872,140.64157578455513,PLP(R),0.851824
737,1210,post,194.70864352178268,101.39738968570938,145.29969892742199,PLP(R),0.747
738,3363,post,232.25496614709226,71.67644040396812,123.7787603362697,SCL(R),0.946149
739,2488,post,193.1087549207524,90.74218977137832,146.06762290206672,PLP(R),0.596931
740,17,post,229.96278419190773,61.24047795544366,142.04098539078632,SLP(R),0.803352
741,404,post,200.02645005669535,104.1598329777296,131.84495316531417,PLP(R),0.643627
742,2268,post,232.53044349416894,77.47591311307205,127.18775932531419,SCL(R),0.579378
743,3060,post,230.9920791681705,67.56467966966271,119.5578294724414,SCL(R),0.854279
744,8255,post,178.8546462307735,109.97807090931674,147.25299042899286,PLP(R),0.356541
745,16,post,230.15384104472844,61.30017171108648,141.86079297267514,SLP(R),0.594621
746,4962,post,192.30816322098912,89.38611311864975,149.17287471377136,PLP(R),0.631829
747,4955,pre,190.33289392427895,90.12572742264373,149.3599123654799,PLP(R),0.694
748,5951,post,196.10700222751035,93.32543883016001,151.6837506335894,PLP(R),0.894588
749,4411,post,204.8705993336805,83.40608552597114,144.16055336700074,SCL(R),0.950484
750,2039,post,238.32381670313896,90.84606911705157,132.3998132040786,SCL(R),0.991778
751,8030,post,260.8923543710175,101.68874562329036,144.99889651607796,ICL(R),0.778634
752,378,post,198.57897062018077,107.56660213667769,131.07850140674265,PLP(R),0.565593
753,1323,post,212.016786932513,103.41093218252942,142.35301645172385,PLP(R),0.613
754,2180,post,234.25774898377728,76.5449966706328,121.59233855264733,SCL(R),0.735911
755,6179,post,204.1624882470703,103.7940761540701,150.3319841746247,PLP(R),0.981
756,6175,post,204.05347427857586,103.3650085544165,150.3647301529689,PLP(R),0.76949
757,7045,pre,228.99504957669285,111.03977292992039,146.0488837738629,ICL(R),0.99
758,453,post,200.60382769253727,97.18388471335696,132.22119739002022,PLP(R),0.726277
759,3748,post,237.62101199326872,74.49782631331122,131.23376292013924,SCL(R),0.46899372
760,1282,post,217.78256265233227,102.44486027932606,140.74675498809975,PLP(R),0.925275
761,3520,post,237.62420570790184,74.26667379233359,131.89734705888998,SCL(R),0.959229
762,451,post,200.8495799454155,97.51990732255781,132.15428354197203,PLP(R),0.978734
763,7681,post,241.97321079623202,106.61698566969807,146.13162741434155,ICL(R),0.441755
764,7681,post,242.28829545911861,106.5987677477321,146.08503434905717,ICL(R),0.885748
765,7753,post,252.21961504043824,102.01772912696582,145.52425262025196,ICL(R),0.919
766,454,post,200.69585469788106,97.01032721637276,132.26162708579224,PLP(R),0.948072
767,1590,post,230.15199909949854,101.37569930299128,144.53445660433874,ICL(R),0.931046
768,7637,post,239.64637607988777,106.54056691414846,146.77388936300918,ICL(R),0.836983
769,1307,post,219.68029443438704,101.27918009762296,140.63159237984243,PLP(R),0.706178
770,3662,post,232.06313769620215,73.07666117137208,128.95769963180751,SCL(R),0.957099
771,3561,post,231.5931173409136,73.24791664909708,128.3923249456436,SCL(R),0.705702
772,6929,post,230.31386221505778,110.16683153917211,147.0284192961014,ICL(R),0.905918
773,7665,post,241.2092554247429,107.2968536574993,146.31491721236443,ICL(R),0.870735
774,3658,post,232.0977504234421,73.44131762755185,128.86176479719833,SCL(R),0.462721
775,6936,post,229.652166407937,110.57770371528858,146.62086014690846,ICL(R),0.835504
776,6933,post,229.9349198328012,110.54630419676445,146.8228661882141,ICL(R),0.686578
777,3696,post,237.21250906056315,72.07948402154858,131.52577229045275,SCL(R),0.988923
778,876,post,227.84807084455258,101.66346469832666,140.21972427320327,ICL(R),0.986004
779,880,post,228.71294810487922,101.52313450550244,140.2895604294453,ICL(R),0.898026
780,6863,post,234.3324605513402,115.98899881719761,145.49483794958587,ICL(R),0.4657287
781,873,post,227.18326506564176,101.75218361388342,140.3666656425126,ICL(R),0.744
782,7755,post,252.1863762057348,101.69189358211885,145.35512181901913,ICL(R),0.886302
783,883,post,229.32489111196358,101.03977403889772,140.30766575851897,ICL(R),0.658922
784,7759,post,252.12031593866118,102.02530347479781,145.33237580767894,ICL(R),0.804
785,7735,post,248.4039835643921,104.93937254343292,145.69339396901063,ICL(R),0.923
786,6866,post,234.12720954081084,116.31083809164963,145.313087484944,ICL(R),0.963407
787,1088,post,227.73525846418653,101.78279451499978,140.19638294865757,ICL(R),0.912484
788,6859,post,234.1804203825067,115.69911346782429,145.75563985987824,ICL(R),0.73777
789,8024,post,261.1312983046057,100.19360071681632,144.59956446093685,ICL(R),0.654818
790,876,post,227.9215307467071,101.75771729001741,140.15954794618312,ICL(R),0.48
791,5788,post,216.5162077817362,116.8710231158187,148.6777460649947,PLP(R),0.682179
792,444,post,200.63054903639176,98.58402565298556,132.44146859837088,PLP(R),0.927351
793,5591,post,221.09272344050453,117.07802617070328,148.39945849319585,PLP(R),0.75333
794,2210,post,237.26446591940126,77.54638925124189,124.23148871955536,SCL(R),0.47390956
795,5683,post,219.5128843995662,118.29216773488923,149.52898662894134,PLP(R),0.46961808
796,2208,post,237.18429806073016,77.21742869104995,123.9461690861933,SCL(R),0.979604
797,5323,post,218.01198867790208,124.42052744386868,149.09603726353362,PLP(R),0.47884077
798,536,post,205.62828438068206,85.74199587240768,133.81097847628843,SCL(R),0.957441
799,5375,post,210.5283307346029,122.53971345075045,141.31917590913514,PLP(R),0.890328
800,5374,post,210.21832626740726,122.64176396490004,141.59594522067766,PLP(R),0.972315
801,5376,post,210.6018258829934,122.46113737216572,141.0974234470755,PLP(R),0.993049
802,535,post,205.53482150039713,85.9500570917696,133.7783952405194,SCL(R),0.689048
803,5378,post,210.8484504947764,122.26796844437251,140.78572338292634,PLP(R),0.994836
804,2133,post,236.2414131527745,81.56492535110948,126.41564785209653,SCL(R),0.364504
805,455,post,200.6915727891643,96.64054631888935,132.4394637162799,PLP(R),0.952074
806,4584,post,234.75722458886526,85.49179052258714,131.64043172452676,SCL(R),0.304352
807,7055,post,228.85375279846272,111.58646458030805,146.38794331157266,ICL(R),0.796342
808,431,post,200.7296061021474,100.42757902493696,132.65797379839654,PLP(R),0.966004
809,529,post,204.8230967842251,87.75527193043416,133.82740396816527,SCL(R),0.643617
810,6801,post,239.69108257085173,109.22864281469208,142.7663994464947,ICL(R),0.46816182
811,6802,post,239.1906996007006,109.27582536025818,142.58826213601293,ICL(R),0.538806
812,5498,post,209.60985971439732,122.18379062575622,142.04232410186793,PLP(R),0.963491
813,6816,post,239.08264522419958,109.69607366636959,143.09994852882951,ICL(R),0.950782
814,737,post,199.39403008544988,108.34741765742291,131.6459197695537,PLP(R),0.912478
815,6870,post,234.4394803342662,116.82583214780453,145.32729241191078,ICL(R),0.45177937
816,4658,post,231.92558093297913,83.01559268879264,135.0287483487336,SCL(R),0.976098
817,6875,post,234.70872538853473,117.11803485763241,145.31756440917547,ICL(R),0.974475
818,4670,post,231.0209001492625,82.48527829229812,135.05527861651657,SCL(R),0.591464
819,5424,post,211.7623097656449,121.9388756524724,135.06688200948219,PLP(R),0.498887
820,522,post,204.77113499306364,88.73202414751898,133.38851047191827,SCL(R),0.4601186
821,2201,post,237.15030124112184,78.04963144747337,124.03456731523568,SCL(R),0.417544
822,5427,post,211.33247022979435,121.7017695935958,134.65280803787988,PLP(R),0.666427
823,600,post,205.96999921853606,84.77370171862874,133.46771559461843,SCL(R),0.967923
824,1089,post,227.35845758314383,101.93381349579172,140.1459123259637,ICL(R),0.813428
825,524,post,204.8199515528355,88.4242564589658,133.6019275893436,SCL(R),0.983148
826,4668,post,231.14430261678245,82.27841773950803,134.73457779030537,SCL(R),0.99383
827,6730,post,233.21297185912096,111.72475920639695,147.0921493143324,ICL(R),0.895619
828,5637,post,223.04197742580465,120.46563002139581,148.52971126445482,PLP(R),0.997746
829,5258,pre,223.76107670357365,137.64226912701497,148.57960408782353,PLP(R),0.84
830,3586,post,230.562891356731,68.29402035189881,126.51800887896322,SCL(R),0.795346
831,6460,post,244.22142303263536,89.60717489575133,143.7661760639831,ICL(R),0.46507943
832,2085,pre,238.18960316462707,81.69621520120279,131.46137920701042,SCL(R),0.995
833,2025,post,238.85784467099154,93.1652954125797,133.64935434416105,ICL(R),0.970186
834,7387,post,228.30013020674673,110.52597056369603,139.97630234765793,PLP(R),0.936557
835,1569,pre,230.92010773798813,102.29940244275991,144.66911575146543,ICL(R),0.997
836,2126,pre,237.41188578247684,80.778186982097,127.50721708697259,SCL(R),0.99
837,2085,pre,238.16937780354044,81.46848115697959,131.36433942458964,SCL(R),0.989
838,7243,pre,241.78805728819668,103.38778119298617,141.3534198928911,ICL(R),0.952
839,1976,pre,241.79560538096834,94.30963720728897,144.68740585239536,ICL(R),0.92
840,5765,pre,217.0586374687665,116.21251440274409,149.30178213555047,PLP(R),0.997
841,2466,post,186.98598839086384,99.1224666090277,146.11028567099007,PLP(R),0.988243
842,4420,post,206.3042871885716,84.62792003028062,144.59210876188234,SCL(R),0.764645
843,5117,pre,202.08834362485157,110.55102372736755,151.94435510875937,PLP(R),0.91
844,206,post,246.66860637837524,69.61752599040423,130.31553864864424,SCL(R),0.45353222
