connector_id,node_id,type,x,y,z,roi,confidence
177,5420,post,212.35632890376473,122.05198461897317,135.4148846914125,PLP(R),0.928905
178,6184,post,203.19247707558873,101.82542615550119,150.5881338477194,PLP(R),0.949825
179,2660,post,235.35265086353508,68.47887320232186,124.65973209732653,SCL(R),0.870016
180,327,post,197.99958199401368,114.61700689776359,132.00734611914805,PLP(R),0.954277
181,5326,post,211.68347824514603,119.09854275426403,148.21075429156662,PLP(R),0.4507168
182,5727,post,223.25654422848908,115.6465740125925,149.38152224555887,PLP(R),0.759667
183,5729,post,223.012384824016,115.63465489778935,149.49069472319985,PLP(R),0.966494
184,4771,post,205.46622260485955,98.31870647162395,144.633289159077,PLP(R),0.605728
185,5710,post,222.8668931227099,115.19423542717209,148.90761751231815,PLP(R),0.934608
186,306,post,198.7211772270137,118.2285725920288,132.96010041112913,PLP(R),0.944858
187,1435,post,219.14168428094553,104.9938346248425,143.97024633581466,PLP(R),0.535
188,5324,post,212.02566975652218,118.82439946886353,148.51775088835797,PLP(R),0.856306
189,2462,post,186.30638774965672,98.85070538118666,146.30416996005897,PLP(R),0.955888
190,2448,post,186.68766314090436,98.88089477683974,146.18486584670424,PLP(R),0.826215
191,4498,post,225.53454960508984,80.37650995254099,136.7486133905759,SCL(R),0.505091
192,4498,post,225.5150218718853,80.4099698546955,136.73261339057592,SCL(R),0.737196
193,4697,post,226.1602211023261,80.21733424542873,136.16591417421446,SCL(R),0.828435
194,2455,post,186.7362560936748,98.94064790100511,146.6914903177446,PLP(R),0.848003
195,8455,post,178.97428022678284,102.70717285501175,139.38114218835943,PLP(R),0.98666
196,1691,post,237.15664450889972,99.16223153987275,139.29849336943064,ICL(R),0.513864
197,9058,post,180.3767861871879,95.55601659348869,145.28375828966355,PLP(R),0.753084
198,5372,post,210.12654111529326,122.36307133887138,142.01022412488336,PLP(R),0.51373
199,1938,post,239.09731115291902,91.31419632857236,138.06315813951937,ICL(R),0.831972
200,7169,post,253.18141387296706,98.80474378061032,143.94891025321908,ICL(R),0.887695
201,5370,post,210.23523862639018,122.5778447407667,142.4309741043828,PLP(R),0.981412
202,7713,post,248.56441326016414,103.84026693194366,145.59532247070337,ICL(R),0.707703
203,7903,post,270.82465897388033,100.82024626991603,147.34777246065465,IB,0.945262
204,7901,post,270.37907163849457,100.82158047350944,147.31995463195477,IB,0.972629
205,7683,post,242.89457071976963,106.00862391896113,145.96625635506143,ICL(R),0.4778562
206,326,post,197.7996027588727,115.07755600136328,132.0423558260709,PLP(R),0.378589
207,3743,post,240.67087571426333,69.27644597674781,131.82977404071124,SCL(R),0.888746
208,7684,post,243.2108444913554,105.88714986110821,145.92971357103704,ICL(R),0.40677
209,765,post,198.0586353169998,117.70450628775814,132.6641176410029,PLP(R),0.59642
210,7640,post,240.95384938362923,106.5669749128511,146.45981742287,ICL(R),0.866711
211,308,post,198.5487465463067,117.63399421106874,132.43216465218092,PLP(R),0.979
212,4079,post,236.3950205571644,69.35040022786066,135.53351001567574,SCL(R),0.45211226
213,1678,post,238.0672473605449,98.9886087319499,138.59314623366103,ICL(R),0.998096
214,3742,post,240.5928991349512,69.12997466825095,131.8437706428645,SCL(R),0.624596
215,3471,post,231.96781895059127,70.2716514692841,135.97797834925584,SCL(R),0.759869
216,7922,post,276.1827740244745,102.5767635810941,147.99853249662704,IB,0.941082
217,7918,post,274.6941182956266,102.4275403043718,147.6579695242179,IB,0.993347
218,2469,post,186.734097303872,99.40191698605443,146.30543944733128,PLP(R),0.831818
219,3894,post,239.14704725907396,74.3200926859249,134.29410728310967,SCL(R),0.649872
220,189,post,250.2498974589229,71.08908356641305,128.34843664764435,SCL(R),0.938035
221,7954,post,280.3196695502215,102.67292571590093,147.70590569866926,IB,0.664391
222,1621,post,230.4822726463143,103.40811195427298,142.13022688142087,ICL(R),0.687242
223,1622,post,230.78672508005036,103.30712504407968,142.05670135745157,ICL(R),0.716505
224,7753,post,252.3359204297499,101.93480932265678,145.53589273631485,ICL(R),0.999297
225,5089,post,191.41338559558625,103.24699076765052,153.30902721450593,PLP(R),0.998
226,5850,post,191.69999092577865,102.78562222117183,152.88312761641185,PLP(R),0.94989
227,5848,post,191.81010355105332,102.93181126925657,152.91953455291667,PLP(R),0.824
228,5748,post,221.6088231938844,116.28437790899073,147.66979403551073,PLP(R),0.852104
229,2516,post,206.99148087062895,80.0617744449207,143.42128264915956,SCL(R),0.318
230,5956,post,195.94544277457166,92.76119781280948,151.65025245854233,PLP(R),0.883717
231,1408,pre,215.9308182160322,107.4083221871379,140.47928641281942,PLP(R),0.98
232,2736,post,220.68547342186292,69.98841900354769,106.72035217682468,SCL(R),0.93
233,3182,pre,234.4364792769469,68.28888064806,115.66629131141973,SCL(R),0.981
234,2692,post,233.87677135943122,73.44078870556086,118.35350540637224,SCL(R),0.46182495
235,2684,pre,235.06248645469842,70.96121588193708,120.23541394048621,SCL(R),0.989
236,2684,pre,235.21475724815377,70.94619197122233,120.17999456918548,SCL(R),0.898
237,2683,pre,235.01259685677184,70.92532322711358,120.56197410135056,SCL(R),0.982
238,2681,pre,235.35049552020496,70.97144330000759,120.81742406498438,SCL(R),0.995
239,7112,pre,246.67378739726934,102.71717264940298,143.7162725973514,ICL(R),0.991
240,7120,pre,248.74567284329137,101.1967284841393,143.88759827238908,ICL(R),0.988
241,7231,pre,237.60125106674494,105.7888195048143,142.53912343068924,ICL(R),0.962
242,3033,pre,234.5433175308264,69.34339491349144,120.3358719947596,SCL(R),0.988
243,3033,pre,234.9138606068023,69.0395435180667,120.4221750957311,SCL(R),0.992
244,3064,pre,235.1140572170384,69.68720027360959,122.40350401274716,SCL(R),0.977
245,3071,pre,235.50117423491503,69.20833045860901,122.18348912209501,SCL(R),0.989
246,2675,pre,235.51242819308447,69.4059992523887,122.7523253275045,SCL(R),0.979
247,3125,pre,235.39257676544406,70.43157603383898,124.35408288073853,SCL(R),0.988
248,3119,pre,235.48300874972904,70.05762999255862,124.41873673884822,SCL(R),0.969
249,1882,pre,241.86283108045063,70.12667697905609,127.58512626648114,SCL(R),0.991
250,1882,pre,241.611249000052,70.09892723364061,127.3636629513669,SCL(R),0.989
251,215,pre,250.55304272388463,71.23167106919723,128.4430849005929,SCL(R),0.981
252,1874,pre,238.64746534019866,72.4637494976519,129.7155164565245,SCL(R),0.98
253,3638,post,232.40082488868734,71.64527437713627,128.40740433959667,SCL(R),0.84431
254,8262,pre,180.21167915612494,108.099106098608,147.52829180394423,PLP(R),0.982
255,2874,pre,230.02660295359908,75.09884769105,112.16759049190307,SCL(R),0.973
256,6354,pre,216.36555158714282,102.71502535828498,150.7539700387661,PLP(R),0.954
257,6102,pre,198.63197696037386,98.40553073043286,152.53276406761086,PLP(R),0.908
258,1477,post,219.93213631269577,104.38963802745607,144.31866665881535,PLP(R),0.4342
259,3466,pre,231.60428335957414,71.25245279824236,135.74246994685805,SCL(R),0.997
260,4050,pre,237.8216748537343,72.62952081816748,136.99228446194132,SCL(R),0.991
261,2572,post,229.5765811158201,69.7984579908213,137.67228332430756,SCL(R),0.688877
262,3499,post,239.37588421808744,71.96998895072949,135.86780456235755,SCL(R),0.645962
263,172,pre,203.7162117483605,76.654834609166,148.18707726129549,SLP(R),0.943
264,4937,pre,191.78798296658476,90.86662545045107,146.58769853264386,PLP(R),0.981
265,8731,pre,178.65769707542063,75.78747577224867,150.0522369259964,LH(R),0.997
266,8717,post,175.95415528046308,77.19285590939465,150.0920672780003,LH(R),0.997
267,7879,post,263.89964203273263,100.11270570647827,146.5763186796546,ICL(R),0.363052
268,1354,pre,216.3787150846893,107.29191172036369,140.49360866685186,PLP(R),0.991
269,7502,pre,219.99862504805253,107.14378922142932,135.9511265910296,PLP(R),0.979
270,2192,post,233.9119047498017,78.88768297688983,122.57585363111926,SCL(R),0.94645
271,9173,post,175.4377700606282,105.8096663809136,130.90505593007055,PLP(R),0.94501
272,3151,pre,235.51745258492267,66.68097050632531,120.26097306093376,SCL(R),0.991
273,2672,pre,236.05665108328543,68.52700397074847,123.17024919710796,SCL(R),0.985
274,2672,pre,236.1926251795013,68.59069863439235,123.15485748175136,SCL(R),0.927
275,2667,post,235.40533079069672,68.41530542140003,124.09227451121662,SCL(R),0.649771
276,3589,pre,229.7099357916798,67.57547471505876,126.31250127162434,SCL(R),0.975
277,1241,post,204.98339615320947,96.15282407124144,141.6396950119043,PLP(R),0.325358
278,1886,pre,243.16606883899726,68.96610142851063,125.83931655322681,SCL(R),0.981
279,3108,pre,236.7366423166671,68.12473500432647,127.32615664602169,SCL(R),0.988
280,2641,pre,234.89326476238054,69.28876283889893,126.90700574896,SCL(R),0.994
281,2644,post,235.9351050091165,69.10106087509031,126.24346367585858,SCL(R),0.815219
282,7119,pre,248.35426529219347,101.53925922643299,144.0418782057128,ICL(R),0.979
283,7120,pre,248.43711897616475,101.1965483137491,143.98781431212632,ICL(R),0.969
284,7173,post,248.69940555506693,101.60327113895471,143.93360360810286,ICL(R),0.791167
285,7400,post,230.8133103232302,109.96365178777893,142.15564606442035,ICL(R),0.480383
286,1915,pre,236.97513300656738,88.11686384506942,135.08543707825675,SCL(R),0.97
287,1793,pre,236.94550526770487,87.77411533035975,134.65550744516784,SCL(R),0.99
288,1738,pre,236.78430428960462,95.57698512131418,136.21436686775732,ICL(R),0.968
289,1734,pre,236.4524418580902,95.61946900536574,136.22481414132392,ICL(R),0.984
290,7300,pre,235.50359175929427,107.29500695058633,144.05784510441305,ICL(R),0.996
291,7300,pre,235.59742023493715,107.32667639514679,144.1959594165287,ICL(R),0.978
292,7300,pre,236.03434235657232,107.16244537840323,144.03464270468606,ICL(R),0.984
293,1363,pre,215.627060841802,107.1714580853829,138.55278690125624,PLP(R),0.988
294,1405,pre,215.63167179310446,107.03039550868813,140.33542300402138,PLP(R),0.968
295,7575,pre,218.8367886693806,110.66384972548171,145.5756979102099,PLP(R),0.984
296,1382,pre,215.2526334620746,107.94931066089642,137.83767841332622,PLP(R),0.97
297,1368,pre,215.7213937908109,107.90861178800182,137.58513589494797,PLP(R),0.97
298,2187,pre,233.96079332912677,78.21962059786169,123.26693228722785,SCL(R),0.992
299,7439,pre,222.7590635929778,107.60664382329622,143.43906798494118,PLP(R),0.978
300,7335,pre,229.87350530909768,109.54488231454474,140.87026039238873,ICL(R),0.965
301,7438,pre,223.31739143587845,107.48923391045018,143.61139605196217,PLP(R),0.988
302,7438,pre,222.74627429632943,107.67569722328327,143.70849148953346,PLP(R),0.986
303,7438,pre,223.10960555079262,107.58915116917693,143.81601335022964,PLP(R),0.997
304,2034,pre,238.13960673388078,91.91906604654028,132.45254916005086,ICL(R),0.99
305,2196,post,235.01834241700266,77.69206345516608,124.1537878138236,SCL(R),0.4716528
306,6498,pre,253.48953358173662,87.37002860932371,141.01876814087203,ICL(R),0.867
307,7075,pre,234.73559962059034,107.12935206479435,146.02979556956421,ICL(R),0.98
308,7501,pre,220.2290545022148,107.81135555796891,135.86895031260707,PLP(R),0.877
309,1852,post,238.0978709105669,76.18372905163142,131.96469916021175,SCL(R),0.743745
310,3007,post,234.39849565579775,72.38647938830746,119.90462609033472,SCL(R),0.47116464
311,1670,pre,235.59335046405582,99.25731093176128,138.29533704268212,ICL(R),0.987
312,1691,pre,236.85224445594986,99.11988280478164,138.96131621127813,ICL(R),0.978
313,1988,pre,238.13070498629614,91.3730608716378,138.85919802927614,ICL(R),0.967
314,1044,post,234.73104702751783,98.18194491785938,140.28836514785928,ICL(R),0.642412
315,2266,post,232.74781488446965,77.48656319610959,126.95427225935602,SCL(R),0.873959
316,1705,post,233.48645557684927,99.1702807485558,137.97327921226707,ICL(R),0.4618405
317,1024,post,234.341958693654,97.30665970734248,139.27286012201296,ICL(R),0.602842
318,3263,pre,232.7096048625908,68.56693158483138,133.21937145472327,SCL(R),0.98
319,2112,pre,239.45843695601346,81.943971000721,128.639552525964,SCL(R),0.994
320,2112,pre,239.60015299660208,81.66673267685121,128.5582455698653,SCL(R),0.888
321,2112,pre,239.4730213966776,81.67560197400384,128.5199703092143,SCL(R),0.99
322,2070,post,238.73388546405187,85.65463784603654,130.62491454538167,SCL(R),0.926554
323,1271,pre,213.96851474134172,102.19683137105892,141.36961485753724,PLP(R),0.985
324,6419,pre,235.67630559789944,98.36275399763001,148.65481616588028,ICL(R),0.984
325,1382,pre,215.37496260597368,107.70876796957236,138.00032369712335,PLP(R),0.984
326,4253,post,214.92851282633282,67.21579586820192,135.49525194210156,SCL(R),0.982673
327,7267,pre,246.46814044852874,99.10767762254073,138.95816558271457,ICL(R),0.996
328,5796,pre,215.3064021318822,117.94463074188624,148.16598145387553,PLP(R),0.971
329,2094,post,239.9026544648226,80.06122972015785,131.9273583369204,SCL(R),0.294505
330,1221,post,196.48452639585219,96.8333803314717,144.66905253349205,PLP(R),0.634977
331,6102,pre,198.25478940424998,97.83809326680358,152.67817188432826,PLP(R),0.95
332,3998,pre,237.71377359663796,72.36540544231543,141.19673204967597,SCL(R),0.994
333,4902,post,203.78841834754274,88.37672531809338,140.7220531556366,SCL(R),0.700607
334,8951,post,180.677860426618,95.16582212389386,144.7774491784926,PLP(R),0.771957
335,1033,post,234.53227954810717,96.61117888658558,139.57329111967675,ICL(R),0.669721
336,4003,post,236.4287173884086,73.60669457307358,140.46950888439727,SCL(R),0.499491
337,153,pre,201.79130344645705,72.98887619376887,152.0870125438881,SLP(R),0.916
338,7136,pre,252.78196805387682,97.9037516510146,143.34983531016445,ICL(R),0.956
339,7152,pre,253.25457091812353,97.42952042341122,143.61356451670912,ICL(R),0.979
340,2140,pre,237.74447234864806,80.70584677421118,127.06201308762128,SCL(R),0.989
341,2140,pre,237.90442802335662,80.67194853413712,127.05477250054841,SCL(R),0.897
342,2140,pre,238.04274376096728,80.45138800331789,127.1356222132774,SCL(R),0.992
343,2977,post,234.19841337966167,72.72495821647158,117.2177820108576,SCL(R),0.343083
344,6810,pre,239.4248898750296,109.76837615808881,141.85134136854032,ICL(R),0.981
345,2891,post,229.2772112589913,77.04383176488497,111.4190089960054,SCL(R),0.920134
346,3049,post,232.69232689029587,68.28155613185274,119.8778041920734,SCL(R),0.44084
347,1569,pre,230.7787486784661,101.92125500097391,144.65143595484142,ICL(R),0.98
348,9521,pre,178.58508303598586,95.50771135032447,97.2670141567816,AVLP(R),0.968
349,3102,post,237.31449197594242,67.45164287729234,127.09084694237299,SCL(R),0.741688
350,7173,post,249.1091591644826,101.69160681237067,143.88257786891597,ICL(R),0.45751262
351,1569,pre,230.9078858012088,102.07313141017548,144.47625279430105,ICL(R),0.999
352,7152,pre,253.54297332625833,97.76152935780252,143.86569725476076,ICL(R),0.978
353,7138,pre,253.44718984415886,97.99461848788476,143.7985655806961,ICL(R),0.945
354,7774,pre,255.26183772343853,100.15334284664874,145.8782766792184,ICL(R),0.962
355,7775,post,255.37237921257204,100.00390130223448,146.0010375812107,ICL(R),0.685659
356,2606,post,234.24037238308117,67.67909528829415,131.63306886170787,SCL(R),0.823618
357,4610,pre,234.0565958771001,88.49810983653454,132.37755422792316,SCL(R),0.974
358,6999,pre,231.30758379380157,103.06915294620599,143.14982744624882,ICL(R),0.926
359,3800,pre,233.09294878431376,81.16139687671509,130.80509951697397,SCL(R),0.996
360,1828,post,236.5341332479466,80.05664736687525,133.7904284797604,SCL(R),0.415043
361,3262,pre,232.1976555533609,68.15905508740967,133.11929764037137,SCL(R),0.97
362,1806,pre,237.45832621374308,84.1190742437713,135.56127625768536,SCL(R),0.994
363,1978,post,239.51849336853428,93.62007291517969,143.2749489026112,ICL(R),0.46167883
364,7115,post,247.75140913558474,102.57160681237066,144.06021880293312,ICL(R),0.708588
365,7439,post,223.23860142553588,107.47433280937305,143.07376485228053,PLP(R),0.495235
366,3219,post,232.8668021089684,71.24546012859975,119.55886288898182,SCL(R),0.81152
367,1648,post,224.92964476490238,103.32963400030519,140.74372625399513,ICL(R),0.801
368,3236,post,235.6060604786416,67.53433893963738,128.76527677810694,SCL(R),0.582867
369,3194,post,235.028364052054,67.8206169696959,120.85162058232902,SCL(R),0.413626
370,4408,post,215.31577264012444,79.63673844361868,135.51555387786766,SCL(R),0.637675
371,9211,post,178.83267575475398,109.75774236647038,129.4910673880234,PLP(R),0.361697
372,1037,pre,234.79115350812936,97.85645362252703,139.74747234636322,ICL(R),0.991
373,891,pre,232.36989867437592,98.84500873383298,140.56868935600005,ICL(R),0.997
374,3891,post,237.40992853234837,75.60543046716279,134.29866989908666,SCL(R),0.45665187
375,1644,post,223.11446322564106,103.3630602046402,141.30145528460253,ICL(R),0.990775
376,6974,post,226.17337481963486,106.21793453742916,145.5461853306199,ICL(R),0.59401
377,1049,post,234.30815125407412,98.44795236318546,140.1393749313983,ICL(R),0.720132
378,3368,post,232.98713994006113,72.33719131604133,123.96804374698243,SCL(R),0.946427
379,1045,post,234.63819540664844,98.31194640692459,140.33815476716893,ICL(R),0.838468
380,1580,post,230.4568525777509,102.35366641845125,145.8083175680248,ICL(R),0.79595
381,3357,post,230.94308874520556,72.44107285493284,124.52470958066272,SCL(R),0.88078
382,1049,post,234.39830412726093,98.36443913050327,140.12786057273968,ICL(R),0.961848
383,1056,post,234.25606953050556,98.5631050403033,140.53990159107445,ICL(R),0.950791
384,1416,post,216.74142243399686,106.32285519182852,141.8911653814223,PLP(R),0.869473
385,2212,post,236.90618052751768,76.89477771559808,123.82961770513205,SCL(R),0.4748206
386,1584,post,230.56974662127487,102.11163693962322,146.09556740948892,ICL(R),0.727878
387,1048,post,234.2863105703944,98.3680064566008,140.03412094273847,ICL(R),0.986089
388,3359,post,231.5308184443552,72.102094740633,124.09664745634322,SCL(R),0.768741
389,4600,post,234.89270796606155,84.02590143051626,132.21745965940124,SCL(R),0.642101
390,4605,post,234.7511921183377,83.60630406006264,132.30804919577218,SCL(R),0.862746
391,3312,post,227.40028315477684,71.16806247731554,132.72712316213975,SCL(R),0.907935
392,3405,post,231.5521142351868,75.67336884052392,121.49391055853411,SCL(R),0.545125
393,3316,post,227.18987769586477,71.8646223744019,132.1992701519347,SCL(R),0.552575
394,1977,post,239.18649697993072,93.79947474943364,143.092426147036,ICL(R),0.990664
395,7571,post,217.8484796720998,109.88443715172474,145.35728306004074,PLP(R),0.95579
396,1909,post,237.32766580080337,79.86807448641807,134.2500597558861,SCL(R),0.964557
397,4593,post,234.8457322161832,84.60957307901691,131.858382621458,SCL(R),0.874094
398,1702,post,235.32824527756702,98.48520630549129,138.27914864641397,ICL(R),0.632
399,1702,post,235.36317658215557,98.42066471858058,138.259428176523,ICL(R),0.88892
400,1968,pre,239.75200391484125,93.60208566192262,143.05180233789446,ICL(R),0.964
401,8203,post,180.0266242712786,108.826997738344,147.1812672276271,PLP(R),0.47042465
402,9224,post,180.75550749296778,111.42139744769037,129.0796054556712,PLP(R),0.385851
403,6354,post,216.42099762171938,102.30349707114648,150.90931922478023,PLP(R),0.45194477
404,5276,post,225.1429670646433,137.75611799592497,149.03177313803323,PLP(R),0.881
405,9032,post,186.53621589317746,85.83325148190222,149.91328221443092,PLP(R),0.705632
406,4438,post,212.64330010634924,84.30891033080738,143.87007695102196,SCL(R),0.793095
407,2425,post,188.33294356513375,97.77069723170831,144.17546720565264,PLP(R),0.967014
408,2554,post,224.66735358433175,70.9171891926389,141.22460076449863,SCL(R),0.412
409,514,post,203.8294985903642,89.2159146390749,133.44354157016622,SCL(R),0.674205
410,134,pre,202.27911361837585,70.68375728238235,152.20019414646026,SLP(R),0.91
411,5854,post,190.91324274672394,102.43528767456039,152.80498035720564,PLP(R),0.994
412,4382,post,220.76017439976752,80.30370162114545,134.8329880986,SCL(R),0.83955
413,4236,post,215.22814507566636,69.12769749105003,133.45143464763012,SCL(R),0.90206
414,1258,post,210.42201734583935,102.04381175987373,141.67993795634567,PLP(R),0.416113
415,4805,post,209.8833637674442,102.10325339367023,141.84351931694235,PLP(R),0.882
416,1304,post,219.8147815647936,101.45115696851386,140.6341943795181,PLP(R),0.994
417,4226,post,214.68900593617724,70.81167329335216,133.07010361413757,SCL(R),0.85
418,3912,post,241.43806042646315,76.49206646061904,136.2848713988602,SCL(R),0.4537372
419,1975,pre,241.43643326707797,93.7154914279314,144.58816505980224,ICL(R),0.882
420,2089,pre,239.26688700685145,80.5344288776444,132.15422585498666,SCL(R),0.998
421,7436,post,223.34391260433756,107.48460352464659,144.06783619176986,PLP(R),0.8713
422,7620,post,235.85583246416627,106.31478680390754,146.64949270201402,ICL(R),0.992177
423,6961,post,227.262268942984,107.72765095504249,145.63465513847402,ICL(R),0.794617
424,1895,post,245.74259480299506,68.75919511537461,124.93091729379401,SCL(R),0.937772
425,3529,post,236.8353451904414,73.46584500907319,130.67572181359688,SCL(R),0.950698
426,6965,post,227.0725827897985,107.32052343720589,145.47534137862516,ICL(R),0.974806
427,1972,post,240.90406434014602,93.50918076355637,143.77419310672332,ICL(R),0.983127
428,2096,post,239.61102977616525,80.52021377424818,131.82001568389944,SCL(R),0.966635
429,1996,post,237.8509241149422,87.78972326694796,134.72460163134934,SCL(R),0.978216
430,3758,post,237.28583811462084,75.40100193991675,134.01329719240343,SCL(R),0.691865
431,2216,post,237.85266875123438,76.1393667275951,123.37903082531311,SCL(R),0.937883
432,1542,post,236.19481564636905,100.55084633941985,146.48763549231978,ICL(R),0.803021
433,7534,post,222.96037642991362,107.87976756153047,143.68038183080427,PLP(R),0.687914
434,3688,post,236.29204164059735,73.12138662987583,130.55536362429865,SCL(R),0.558195
435,1975,post,241.83276581552138,93.57208612912305,144.46422231888147,ICL(R),0.919944
436,7070,post,234.77495766247227,106.2792859810663,146.65208458428572,ICL(R),0.650423
437,5698,post,220.83377421132337,115.15013520782568,148.47818762572626,PLP(R),0.563151
438,7757,post,252.10793854751063,101.52384042721044,145.27970630304944,ICL(R),0.794922
439,3697,post,237.21549451755243,71.93093945650747,131.60750298606263,SCL(R),0.755777
440,3904,post,241.3071091022304,74.66871942180748,135.64279962268364,SCL(R),0.975225
441,3903,post,241.32344103875087,74.49117670452111,135.70426435764415,SCL(R),0.557
442,3905,post,241.40504021340558,75.00869374504563,135.6972428258105,SCL(R),0.7852
443,6678,post,228.68690189532248,104.72198300209416,147.86876130225593,ICL(R),0.905737
444,6676,post,230.73887996139058,101.90971641921819,148.20962355480478,ICL(R),0.328212
445,6565,post,256.59529348197714,86.19122280188745,137.6537379067036,ICL(R),0.940839
446,3899,post,240.73635965798613,73.96036796975288,135.48031218009723,SCL(R),0.407273
447,2833,post,226.71659960929907,69.99257015584757,107.72840107516257,SCL(R),0.604369
448,5701,post,221.40784355847964,114.87834668497521,148.36739723030536,PLP(R),0.951503
449,6575,post,257.48799907572607,88.09674080076232,138.79428827709293,ICL(R),0.73257
450,8017,post,261.51797897236474,100.50967459158767,144.76016406610577,ICL(R),0.671182
451,6640,post,250.45889667874428,85.57336354947691,140.9803139345571,ICL(R),0.948717
452,6724,post,232.8304386037293,111.24051042098529,147.3758777553526,ICL(R),0.970684
453,7973,post,268.0945875269974,99.9382311265779,147.2480087148461,IB,0.905854
454,7976,post,267.83241671356996,99.85409472605734,147.357048790549,IB,0.47956908
455,5616,post,224.0243140915316,119.81633712871687,148.69003693472695,PLP(R),0.372477
456,6571,post,256.95884716236696,88.09059293239395,138.42610292826566,ICL(R),0.865658
457,6594,post,257.0130463745246,86.67651486733399,138.57449795853958,ICL(R),0.957311
458,6639,post,250.33989791154323,85.70399724887193,141.12602706038143,ICL(R),0.737991
459,3228,post,232.13257850521714,71.95391830233264,117.9348964097748,SCL(R),0.622426
460,7809,post,258.0528882477713,97.94656332294085,145.56587376493536,ICL(R),0.47858328
461,7807,post,258.2443140717089,98.1082767609845,145.536280920411,ICL(R),0.927487
462,6608,post,250.76178124926886,86.2086824412743,141.95810849304794,ICL(R),0.45839676
463,3429,post,233.70888254819272,72.78541509831862,124.2695682253342,SCL(R),0.982611
464,5649,post,223.05945349809053,121.40030583542337,148.6049684559207,PLP(R),0.967696
465,3506,post,239.23970804546002,73.80364809950072,134.53629561686492,SCL(R),0.979117
466,6639,post,250.35410759182423,85.70160228838668,141.12602706038143,ICL(R),0.867
467,5632,post,223.77000094345908,119.47048593891185,148.4963323943308,PLP(R),0.815
468,7696,post,246.52468854399217,104.45198533156395,145.59783627629463,ICL(R),0.986281
469,6682,post,229.9956760318739,105.4970383695169,147.78361579865677,ICL(R),0.790911
470,1657,post,229.385656666582,100.90387584788247,138.92364368379282,ICL(R),0.531823
471,3413,post,229.35321706438174,76.46392354067444,121.63058772167105,SCL(R),0.576948
472,1734,pre,236.62513733204645,95.82369280643661,135.9562222637038,ICL(R),0.972
473,1310,post,219.67278305385884,101.00771925691984,140.6698027605328,PLP(R),0.63086
474,1196,pre,188.9778454449755,106.86290047653426,146.51242749820744,PLP(R),0.98
475,4281,post,213.05511780413892,64.78855876576829,138.97760583827318,SCL(R),0.989
476,1324,pre,212.69711607893154,103.83455752008149,142.02301496265864,PLP(R),0.99
477,4284,pre,212.50962293851182,63.87768580345685,139.77554981023735,SLP(R),0.991
478,2358,pre,188.09469827956227,100.58830011163334,140.4588569509228,PLP(R),0.975
479,8484,post,183.457345594955,103.6583898756206,138.76614080224292,PLP(R),0.526157
480,5437,pre,210.98449372671126,120.91426515699894,134.1531214244385,PLP(R),0.943
481,1706,pre,234.051354143092,98.61605673946707,137.3279161138247,ICL(R),0.995
482,1539,pre,234.9884212184695,100.73899830290657,146.5539384969386,ICL(R),0.99
483,2000,pre,236.19374294865275,89.06005867951589,134.53792503970305,SCL(R),0.949
484,2174,pre,234.06991803097287,78.38473961082235,122.91465912653302,SCL(R),0.978
485,1368,pre,215.58203833446896,108.36921255968221,137.73236101059405,PLP(R),0.992
486,1368,pre,215.6714982366235,107.97406897309585,137.4434661636726,PLP(R),0.985
487,588,pre,205.549968139209,80.19576448494882,129.2057157874447,SCL(R),0.904
488,2535,post,216.51654425526615,73.86632207550198,143.4139170965123,SCL(R),0.821169
489,9311,pre,173.90655793068805,105.8663123731342,128.32094998354933,PLP(R),0.977
490,1614,pre,229.68737046185214,103.68727256649979,141.615911399833,ICL(R),0.994
491,1614,pre,229.15395342370826,103.91751380135366,141.49741987041597,ICL(R),0.997
492,1273,post,214.99530991501098,102.20976168018153,141.10025791213008,PLP(R),0.931694
493,4210,post,213.725465546211,73.31649529337228,133.2493315659441,SCL(R),0.64627
494,7690,post,244.1407989692426,105.50400658512181,145.7150985658185,ICL(R),0.971485
495,5442,post,213.62214725413526,122.01430371721533,135.28947477856644,PLP(R),0.706603
496,1610,pre,228.37679133282953,103.61055366344887,141.1188189009846,ICL(R),0.994
497,3883,post,234.67960492463996,75.97012707614144,133.90419337395477,SCL(R),0.784
498,2589,post,231.7117290029566,68.4585991862935,134.7984059725323,SCL(R),0.664632
499,3264,post,233.07460320237936,68.66257893547368,133.1321838350893,SCL(R),0.977987
500,5122,post,203.54380661141383,111.54880825202918,151.78678820888084,PLP(R),0.434323
501,7119,pre,248.83319313429143,101.30741812874967,144.15667764110063,ICL(R),0.986
502,1801,pre,236.8960953757784,85.9458867175021,135.27667109728128,SCL(R),0.992
503,1629,pre,228.68593753194187,103.89328481877446,141.43485612424286,ICL(R),0.995
504,2409,post,186.3159395693703,100.47977162501442,142.29795099329993,PLP(R),0.46550643
505,55,post,225.99993119747842,62.869015850261306,143.07074415075863,SLP(R),0.998
506,8995,post,184.55269673058473,88.71373674905226,148.74854711088727,PLP(R),0.641534
507,6038,post,197.38446618134108,95.36437975286401,150.71349355306904,PLP(R),0.643875
508,4845,post,196.17609649924657,92.22470714540344,143.01865033334377,PLP(R),0.920468
509,681,post,198.45762827800436,96.54719037970983,136.5605936205008,PLP(R),0.848885
510,6007,post,199.83848376079177,91.10957661142908,150.80410953162982,PLP(R),0.716
